value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,cat04,cat04_label,cat05,cat05_label,area,area_label,time,time_label,unit
0,06,15歳以上人口,0,総数,00,総数,00,総数,03,漁業,08,非労働力人口(～2017年),00000,全国,2007000709,2007年7～9月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,03,漁業,08,非労働力人口(～2017年),00000,全国,2007001012,2007年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,03,漁業,08,非労働力人口(～2017年),00000,全国,2008000103,2008年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,03,漁業,08,非労働力人口(～2017年),00000,全国,2008000406,2008年4～6月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,03,漁業,08,非労働力人口(～2017年),00000,全国,2008000709,2008年7～9月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,03,漁業,08,非労働力人口(～2017年),00000,全国,2008001012,2008年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,03,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2003000103,2003年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,03,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2003000406,2003年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,03,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2003000709,2003年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,03,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2003001012,2003年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,03,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2004000103,2004年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,03,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2004000709,2004年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,03,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2005000406,2005年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,03,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2005000709,2005年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,03,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2005001012,2005年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,03,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2006000103,2006年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,03,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2006000406,2006年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,03,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2006000709,2006年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,03,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2006001012,2006年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,03,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2007000103,2007年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,03,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2007001012,2007年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,03,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2008000103,2008年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,03,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2008000406,2008年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,03,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2008000709,2008年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,00,15歳以上人口,00000,全国,2003000103,2003年1～3月期,万人
2,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,00,15歳以上人口,00000,全国,2003000406,2003年4～6月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,00,15歳以上人口,00000,全国,2003000709,2003年7～9月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,00,15歳以上人口,00000,全国,2003001012,2003年10～12月期,万人
2,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,00,15歳以上人口,00000,全国,2004000103,2004年1～3月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,00,15歳以上人口,00000,全国,2004000406,2004年4～6月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,00,15歳以上人口,00000,全国,2004000709,2004年7～9月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,00,15歳以上人口,00000,全国,2004001012,2004年10～12月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,00,15歳以上人口,00000,全国,2005000103,2005年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,00,15歳以上人口,00000,全国,2005000406,2005年4～6月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,00,15歳以上人口,00000,全国,2005000709,2005年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,00,15歳以上人口,00000,全国,2005001012,2005年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,00,15歳以上人口,00000,全国,2006000103,2006年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,00,15歳以上人口,00000,全国,2006000406,2006年4～6月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,00,15歳以上人口,00000,全国,2006000709,2006年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,00,15歳以上人口,00000,全国,2006001012,2006年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,00,15歳以上人口,00000,全国,2007000103,2007年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,00,15歳以上人口,00000,全国,2007000709,2007年7～9月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,00,15歳以上人口,00000,全国,2007001012,2007年10～12月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,00,15歳以上人口,00000,全国,2008000103,2008年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,00,15歳以上人口,00000,全国,2008000406,2008年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,00,15歳以上人口,00000,全国,2008000709,2008年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,00,15歳以上人口,00000,全国,2008001012,2008年10～12月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,02,就業者,00000,全国,2003000406,2003年4～6月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,02,就業者,00000,全国,2003000709,2003年7～9月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,02,就業者,00000,全国,2003001012,2003年10～12月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,02,就業者,00000,全国,2004000103,2004年1～3月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,02,就業者,00000,全国,2004000406,2004年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,02,就業者,00000,全国,2004000709,2004年7～9月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,02,就業者,00000,全国,2004001012,2004年10～12月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,02,就業者,00000,全国,2005000103,2005年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,02,就業者,00000,全国,2005000406,2005年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,02,就業者,00000,全国,2005000709,2005年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,02,就業者,00000,全国,2005001012,2005年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,02,就業者,00000,全国,2006000103,2006年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,02,就業者,00000,全国,2006000709,2006年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,02,就業者,00000,全国,2006001012,2006年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,02,就業者,00000,全国,2007000103,2007年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,02,就業者,00000,全国,2007000709,2007年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,02,就業者,00000,全国,2007001012,2007年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,02,就業者,00000,全国,2008000103,2008年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,02,就業者,00000,全国,2008000709,2008年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,02,就業者,00000,全国,2008001012,2008年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,07,完全失業者,00000,全国,2003000103,2003年1～3月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,07,完全失業者,00000,全国,2003000406,2003年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,07,完全失業者,00000,全国,2003000709,2003年7～9月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,07,完全失業者,00000,全国,2004000103,2004年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,07,完全失業者,00000,全国,2004000406,2004年4～6月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,07,完全失業者,00000,全国,2004000709,2004年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,07,完全失業者,00000,全国,2005000103,2005年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,07,完全失業者,00000,全国,2005000406,2005年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,07,完全失業者,00000,全国,2005000709,2005年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,07,完全失業者,00000,全国,2006000103,2006年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,07,完全失業者,00000,全国,2007001012,2007年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,07,完全失業者,00000,全国,2008000103,2008年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,08,非労働力人口(～2017年),00000,全国,2003000103,2003年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,08,非労働力人口(～2017年),00000,全国,2003000406,2003年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,08,非労働力人口(～2017年),00000,全国,2003000709,2003年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,08,非労働力人口(～2017年),00000,全国,2003001012,2003年10～12月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,08,非労働力人口(～2017年),00000,全国,2004000103,2004年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,08,非労働力人口(～2017年),00000,全国,2004000406,2004年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,08,非労働力人口(～2017年),00000,全国,2004000709,2004年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,08,非労働力人口(～2017年),00000,全国,2004001012,2004年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,08,非労働力人口(～2017年),00000,全国,2005000709,2005年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,08,非労働力人口(～2017年),00000,全国,2005001012,2005年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,08,非労働力人口(～2017年),00000,全国,2006000103,2006年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,08,非労働力人口(～2017年),00000,全国,2006000406,2006年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,08,非労働力人口(～2017年),00000,全国,2006000709,2006年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,08,非労働力人口(～2017年),00000,全国,2006001012,2006年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,08,非労働力人口(～2017年),00000,全国,2007000103,2007年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,08,非労働力人口(～2017年),00000,全国,2007000709,2007年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,08,非労働力人口(～2017年),00000,全国,2007001012,2007年10～12月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,08,非労働力人口(～2017年),00000,全国,2008000103,2008年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,08,非労働力人口(～2017年),00000,全国,2008000406,2008年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2003000709,2003年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2004000103,2004年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,04,鉱業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2008000103,2008年1～3月期,万人
108,06,15歳以上人口,0,総数,00,総数,00,総数,05,建設業,00,15歳以上人口,00000,全国,2003000103,2003年1～3月期,万人
119,06,15歳以上人口,0,総数,00,総数,00,総数,05,建設業,00,15歳以上人口,00000,全国,2003000406,2003年4～6月期,万人
118,06,15歳以上人口,0,総数,00,総数,00,総数,05,建設業,00,15歳以上人口,00000,全国,2003000709,2003年7～9月期,万人
111,06,15歳以上人口,0,総数,00,総数,00,総数,05,建設業,00,15歳以上人口,00000,全国,2003001012,2003年10～12月期,万人
104,06,15歳以上人口,0,総数,00,総数,00,総数,05,建設業,00,15歳以上人口,00000,全国,2004000103,2004年1～3月期,万人
106,06,15歳以上人口,0,総数,00,総数,00,総数,05,建設業,00,15歳以上人口,00000,全国,2004000406,2004年4～6月期,万人
101,06,15歳以上人口,0,総数,00,総数,00,総数,05,建設業,00,15歳以上人口,00000,全国,2004000709,2004年7～9月期,万人
100,06,15歳以上人口,0,総数,00,総数,00,総数,05,建設業,00,15歳以上人口,00000,全国,2004001012,2004年10～12月期,万人
105,06,15歳以上人口,0,総数,00,総数,00,総数,05,建設業,00,15歳以上人口,00000,全国,2005000103,2005年1～3月期,万人
93,06,15歳以上人口,0,総数,00,総数,00,総数,05,建設業,00,15歳以上人口,00000,全国,2005000406,2005年4～6月期,万人
96,06,15歳以上人口,0,総数,00,総数,00,総数,05,建設業,00,15歳以上人口,00000,全国,2005000709,2005年7～9月期,万人
100,06,15歳以上人口,0,総数,00,総数,00,総数,05,建設業,00,15歳以上人口,00000,全国,2005001012,2005年10～12月期,万人
