value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,cat04,cat04_label,time,time_label,unit
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,100,実労働時間階級計,2019000000,2019年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,100,実労働時間階級計,2018000000,2018年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,100,実労働時間階級計,2017000000,2017年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,100,実労働時間階級計,2016000000,2016年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,100,実労働時間階級計,2015000000,2015年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,110,～150時間未満,2024000000,2024年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,110,～150時間未満,2023000000,2023年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,110,～150時間未満,2022000000,2022年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,110,～150時間未満,2021000000,2021年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,110,～150時間未満,2020000000,2020年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,110,～150時間未満,2019000000,2019年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,110,～150時間未満,2018000000,2018年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,110,～150時間未満,2017000000,2017年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,110,～150時間未満,2016000000,2016年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,110,～150時間未満,2015000000,2015年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,120,150時間以上～160時間未満,2024000000,2024年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,120,150時間以上～160時間未満,2023000000,2023年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,120,150時間以上～160時間未満,2022000000,2022年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,120,150時間以上～160時間未満,2021000000,2021年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,120,150時間以上～160時間未満,2020000000,2020年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,120,150時間以上～160時間未満,2019000000,2019年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,120,150時間以上～160時間未満,2018000000,2018年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,120,150時間以上～160時間未満,2017000000,2017年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,120,150時間以上～160時間未満,2016000000,2016年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,120,150時間以上～160時間未満,2015000000,2015年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,130,160時間以上～170時間未満,2024000000,2024年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,130,160時間以上～170時間未満,2023000000,2023年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,130,160時間以上～170時間未満,2022000000,2022年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,130,160時間以上～170時間未満,2021000000,2021年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,130,160時間以上～170時間未満,2020000000,2020年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,130,160時間以上～170時間未満,2019000000,2019年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,130,160時間以上～170時間未満,2018000000,2018年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,130,160時間以上～170時間未満,2017000000,2017年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,130,160時間以上～170時間未満,2016000000,2016年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,130,160時間以上～170時間未満,2015000000,2015年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,140,170時間以上～180時間未満,2024000000,2024年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,140,170時間以上～180時間未満,2023000000,2023年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,140,170時間以上～180時間未満,2022000000,2022年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,140,170時間以上～180時間未満,2021000000,2021年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,140,170時間以上～180時間未満,2020000000,2020年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,140,170時間以上～180時間未満,2019000000,2019年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,140,170時間以上～180時間未満,2018000000,2018年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,140,170時間以上～180時間未満,2017000000,2017年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,140,170時間以上～180時間未満,2016000000,2016年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,140,170時間以上～180時間未満,2015000000,2015年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,150,180時間以上～190時間未満,2024000000,2024年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,150,180時間以上～190時間未満,2023000000,2023年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,150,180時間以上～190時間未満,2022000000,2022年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,150,180時間以上～190時間未満,2021000000,2021年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,150,180時間以上～190時間未満,2020000000,2020年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,150,180時間以上～190時間未満,2019000000,2019年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,150,180時間以上～190時間未満,2018000000,2018年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,150,180時間以上～190時間未満,2017000000,2017年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,150,180時間以上～190時間未満,2016000000,2016年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,150,180時間以上～190時間未満,2015000000,2015年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,160,190時間以上～200時間未満,2024000000,2024年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,160,190時間以上～200時間未満,2023000000,2023年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,160,190時間以上～200時間未満,2022000000,2022年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,160,190時間以上～200時間未満,2021000000,2021年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,160,190時間以上～200時間未満,2020000000,2020年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,160,190時間以上～200時間未満,2019000000,2019年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,160,190時間以上～200時間未満,2018000000,2018年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,160,190時間以上～200時間未満,2017000000,2017年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,160,190時間以上～200時間未満,2016000000,2016年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,160,190時間以上～200時間未満,2015000000,2015年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,170,200時間以上～210時間未満,2024000000,2024年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,170,200時間以上～210時間未満,2023000000,2023年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,170,200時間以上～210時間未満,2022000000,2022年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,170,200時間以上～210時間未満,2021000000,2021年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,170,200時間以上～210時間未満,2020000000,2020年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,170,200時間以上～210時間未満,2019000000,2019年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,170,200時間以上～210時間未満,2018000000,2018年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,170,200時間以上～210時間未満,2017000000,2017年,%
100.0,180,事業所割合（総合工事調査）,100,合計【%】,S100,調査産業計,170,30～99人,170,200時間以上～210時間未満,2016000000,2016年,%
